Job_title; Location; Salary; Company_name; Job_description 
Software Engineer, £80k + 10% Bonus;Manchester, Greater Manchester;£60k - 80k per year + benefits;ECOM Manchester;Up to £80,000, plus company benefits including… 10% bonus? Pension Scheme? Manchester office or regular flexible/remote working? 25 Days Paid Leave? Latest tech stack and tools Unique opportunity for a Software Engineer with experience of TypeScript and AWS to join an ecommerce scale-up in Manchester that have the backing of a FTSE 250 company and launched to the public late 2020 with a full UK wide TV advertising campaign. As a Software Engineer you’d be part of a product engineering department that is in the process of growing to almost 300 people and would play a key role in shaping their culture, systems and overall approach to software engineering.
IT Developer;Clayton Le Moors, BB5 5JY;Competitive + Benefits;Studio;When registering to this job board you will be redirected to the online application form. Please ensure that this is completed in full in order that your application can be reviewed. Clayton-le-Moors, Accrington Competative Salary + Benefits Play a part in building the future at Studio!! About us Studio is one of the largest online value retailers in the UK. We offer a personal shopping service to 1.9 million customers each year online via our fantastic studio.co.uk and ace.co.uk websites, App and our catalogue. We are based in Clayton-le-Moors, Accrington with great motorway links across the North West of England. About the Opportunity At Studio, we are constantly evolving & transforming, and we now have a new opportunity for an IT Developer to join our busy, growing IT Development team.
Software Engineer;Old Trafford, M5 3EA;From £35,000 to £45,000 per annum;First Central Insurance & Technology Group;Were First Central Insurance & Technology Group (First Centralfor short), an award-winning innovative insurance and technology organisation, delivering market-leading motor insurance, underwriting, distribution, finance, technology and legal services.? Were on the hunt for a talentedSoftware Engineerto join ourTechnologyteam inSalford Quays, Manchester. In this role you will use your C# .NET experience to work within a Scrum team to help build and support the companys bespoke application environment. You will need to be highly proficient in C# but also have good working knowledge of HTML, CSS & Javascript, knowledge of a SPA language (preferably Angular) and have a good understanding of SQL. * Strong C# knowledge and experience * Experience using the Angular platform * Significant exposure to SQL * Work within a Scrum team across the full development stack.
Systems Software Engineer;M1, Manchester;£40000 - £50000 per annum + + Car allowance;Your Prime Recruitment Ltd;System Software Engineer (WMS/Projects) Market Leading WMS Vendor Pivotal role in the business/Exciting projects Package: £40,000 - £50,000 + Car Allowance & Benefits We are working with a market-leading WMS vendor who provides Warehouse Management/Automation Systems to several different sectors on a global scale. As Systems Software Engineer you will be involved in designing software solutions across a variety of WMS, Automation and Supply Chain Management platforms. Reporting to the Head of IT, the Engineer will contribute to all aspects of project engineering within the team and will take the lead in creating designer documentation for systems. System Software Engineer (WMS/Projects) - Responsibilities * Manage drafted system solutions from Software consulting department. * Discuss each drafted logistical / customer requirement at external and internal workshops
Software Engineer - PLC Programming;OL11, Rochdale;£45000 - £50000 per annum + + overtime + excellent benefits;Revorec Recruitment Solutions;£45,000 - £50,000 + overtime + excellent company benefits Rochdale, North West Are you an electrical engineer with PLC programming experience looking for a challenging role within a rapidly expanding company offering further technical development and overtime? On offer is a unique opportunity to work for a specialist manufacturer where you will be the go-to engineer for developing an array of PLC and SCADA systems. This is an autonomous role working within a highly skilled technical department, where you will design and program PLC's from scratch and be involved in commissioning developed systems on site. This is a fantastic chance to work in a leading role where you will play a crucial part in the continued success of the business.
Software Engineer;Westinghouse Ind Est, M17 1HH;Competitive;IGT;Software Eng (Dev) II Location: Manchester IGT is the global leader in gaming. We enable players to experience their favourite games across all channels and regulated segments, from Gaming Machines to Lotteries to Interactive. We have a well-established local presence and relationships with governments and regulators in more than 100 countries around the world, and create value by adhering to the highest standards of service, integrity, and responsibility. IGT has over 12,000 employees. Responsibilities IGT is seeking a talented, hard-working .NET Developer to join our development team in implementing solutions using Visual Studio, C# and SQL Server. The Systems Group project team develops mission-critical applications to support manufacturing and business processes. IGT is looking for team players with experience delivering integrated solutions. Qualifications
Software Engineer {C#, .NET};CW1, Crewe;£50000 - £70000 per annum + Company Benefits + Progression;Ernest Gordon Recruitment;Crewe £50,000 to £70,000 + Company Benefits + Progression + Training Are you Software Engineer looking to progress quickly and run projects while working with some of the most prestigious clients in the UK? Do you want to work with cutting edge technologies providing bespoke software solutions? Do you want the opportunity to work on a variety of bespoke .NET web and software projects for clients across a diverse range of sectors: sport, automotive, travel, environmental, transport, film, etc., and will work with the latest tech and approaches? On offer is a unique opportunity for a Software Engineer to take a lead role in a cutting-edge, leading digital agency based in the North of England.
Software Engineer (C++);Parkgate Industrial Estate, WA16;£35000 - £55000 per annum;Chroma Recruitment Ltd;MULTIPLE ROLES: Due to growth, this client is looking for Software Engineers from mid-level to Senior, working as part of an agile development team, youll become a valuable asset to this cutting-edge tech company delivering effective solutions to the automation market. The role of Software Engineer will be rewarding as youll experience the full life cycle of the product and will be able to take this opportunity to grow their own engineering knowledge and use it to help other people. This role sits within a multi-functional team of engineers ranging from electronics, software, mechanical and test. The Software Engineer will work as part of an ambitious team developing software tools for the automation market aimed at improving how we live. * Degree qualified or equivalent in Computer Science or Software Engineering * C++ programming experience (*essential*)
Software Developer;WA9, St. Helens;Up to £30,000 Dependent on Experience;Flat Fee Recruiter;Don’t miss this opportunity for a skilled Software Developer to work for an established company at their offices in St Helens. St Helens, WA9 4WZ Salary up to £30,000 dependent on experience Full Time, Permanent Position Please Note: Applicants must be authorised to work in the UK Our client, based in the north west of England, manufactures, installs and support a range of high accuracy level gauging systems and equipment to the petrochemical industry. The systems include instrumentation, electrical and electronic systems with a front end in-house developed software package. They are now looking for a Software Developer to join their talented team. The Software Developer will maintain the company’s existing software product and develop additional functionality and features to this system and future products.
Software Engineer;Salford, Greater Manchester;Competitive Salary + Benefits;BBC;Job Introduction In Core Services, we are building a unified platform for delivering the BBC's digital content. WebCore serves over 2 billion requests a month for BBC Homepage, News and Sport, with more BBC products joining the platform in the future. Our challenge is to manage and maintain a high-quality, shared, accessible web-based Design System that is used by and contributed to daily by colleagues across all the BBC products on the WebCore platform. The Design System team interacts frequently with a thriving community of contributors. A large part of our work focuses on collaborating with the audience experience teams to understand their needs and support them in their goals. We also aim to systemise support where possible - this allows teams to get the most value out of our time.
Software Engineer (£80k + 10% bonus);Manchester, Greater Manchester;£60k - 80k per year + 10% bonus;ECOM Manchester;Unique opportunity for a Software Engineer with experience of AWS to join an ecommerce scale-up in Manchester that have the backing of a FTSE 250 company and launched to the public late 2020 with a full UK wide TV advertising campaign. As a Software Engineer you’d a product engineering department that is in the process of growing to almost 300 people and would play a key role in shaping their culture, systems and overall approach to software engineering. The existing group are very open minded, they work as integrated, multi-disciplinary agile teams who value diversity and teamwork over individual heroics so you’d be working alongside product, data and delivery professionals, as well as other software engineers that are passionate about using quality practices like TDD, Pair Programming and DevOps. * AWS (EC2, Lambdas etc.) * TypeScript, Node, React
Lead Software Engineer;Manchester, Greater Manchester;£50000 - £72000 per annum;Optamor;At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bombers, to landing on the moon. We look for people who have bold new ideas, courage and a pioneering spirit to join forces to invent the future, and have fun along the way. Our culture thrives on intellectual curiosity, cognitive diversity and bringing your whole self to work - and we have an insatiable drive to do what others think is impossible. Our employees are not only part of history, they're making history. Your Opportunity to Define Possible. Our Opportunity to Deliver the Nation's Security.
Embedded Senior Software Engineer;M1, Manchester;Unspecified;Sanderson Recruitment;Hybrid Working - Manchester Based £75k Per Annum A great opportunity to work as a Senior Software Engineer at an organisation who's sole purpose is to help the world manage energy better. As a Senior Software Engineer you will be responsible for the design, development, modification, test and debugging of software for embedded devices within an Agile process. Must have experience within a similar Software Engineering role. * C++ Software development for embedded products. * As an Agile development Team Member * Experience of leading 2 or more engineers * Self starter. Self motivated. Team player.
Senior Software Engineers C Linux Unix Embedded;SK3, Stockport;£50000 - £68000 per annum + + Bonus & Excellent Benefits;Saxon Recruitment Solutions Ltd;Senior Software Engineer, Systems Software Engineer, Software Architect, C/C++, Linux, Unix, Real-Time, Embedded Software. Due to continued growth this fascinating company are still recruiting for experienced Software Engineers / Senior Systems Software Engineers / Software Architects with ideally skills in low-level C software development in real-time environments, Linux, Unix, C/C++. They are a leading UK based Enterprise Software organisation in Logistics Automation that designs and builds intelligent, automated solutions for Warehouse, Distribution and Manufacturing environments for customers that are powering the future of Commerce. The company are still on a huge expansion drive offering Remote and Hybrid working now and after COVID-19.
Software Engineer;M44, Manchester;Bupa, holidays, bonus, pension, share purchase options;Azenta LTD;Manchester / Hybrid working pattern What youll be doing As Software Engineer within Azenta you will design, develop, test and perform analysis of software applications for Azenta robotic systems. Projects include development and modifications of software as well as troubleshooting of issues at customer sites. * Duties include designing application, writing code, developing and executing testing and debugging routines, and documenting work and results for Azenta Sprint and Strata software products * Connects with customers to investigate and debug issues found on customer sites * May be responsible for developing project plans and schedules and for documentation of work and results. * Develops resolutions to diverse and complex problems often requiring creativity.
Principal Mobile Software Engineer;Salford, Greater Manchester;Competitive Salary + Benefits;BBC;Job Introduction The BBC Mobile Platform, part of Media Services, is an integral part of the BBC's digital-first strategy, delivering consistent user experiences and core functionality across the BBC's mobile estate. As a Principal Software Engineer within Mobile Playback, you'll be joining a team of engineers developing our media player components - the core playback engine of all video and audio content across the BBC online. The BBC is recognised throughout the world for the quality of the content that we produce and the programmes that we broadcast. We are looking for high calibre developers with a passion for technology to help us transform the experience for our audience when consuming media in the digital age. The media components we build are right at the heart of the BBC's best loved products including iPlayer, Sounds, News, and Sport, to name just a few.
Software Engineer (C#/VB.net/ VB);Oldham, Greater Manchester;£40000.00 - £45000.00 per annum;Rise Technical Recruitment Limited;C# and Visual Basic Software Engineer Manchester (Hybrid) £40,000-£45,000 + hybrid work + technical progression + pension + holidays + overseas travel once/year This is an excellent opportunity to join a company with good progression, yearly plans for technical upskilling and the possibility of travelling overseas. This company is a global leader in its market niche, developing automated systems used in retail, casinos and finance worldwide. In this role you will create new software applications, maintain old ones and update legacy software to new business specifications. The ideal candidate will have excellent skills with C#, VB6 and VB.net. Experience with automated testing or hardware is extremely useful (Arduino, Raspberry Pi, embedded software etc.).
Software Developer;WA1, Warrington;£50,000;Shortlist Recruitment;£50,000 Warrington (remote) ShortList Recruitment are working with a highly reputable company based in Warrington who are recruiting a Software Developer as part of a huge investment in technology. The Software Developer will construct quality, reliable and compliant software always ensuring they are up to date with technology. As a Software Developer you will help others in the improvement of the software development life-cycle within the company. If you are a Developer who can write high quality code and secure software, can demonstrate a strong desire to achieve goals and have the ability to discuss and understand new technologies this could be the perfect opportunity for you. * C# * .NET Core * SQL * React * Typescript * CI /CD The Software Developer can benefit from a highly competitive salary and a fantastic benefits package.
Software Developer x 4;M1, Manchester;Up to £75,000;Adria Solutions;Software Developer Angular / C#- Remote Working On behalf of our growing client based in Manchester, we are recruiting three enthusiastic C#/Angular Developers. As an Angular C# Developer, you will utilize Angular and create a top-level codebase using Angular best practices to ensure that an exciting and streamlined user experience is delivered. These positions are fully remote. * Developing application codes and unit tests in Angular and Rest Web Services. * Conducting performance tests. * Consulting with the Product and wider Scrum team. * Create and maintain technical documentation in support of wider distribution through the team. * Meeting with the Scrum and Product team to prioritize, estimate and plan work * Designing and developing user interfaces using Angular best practices.
Staff/Principal Software Engineer;Manchester, Greater Manchester;Competitive;ARM;Introduction We are looking for a hardworking, curious and motivated person to join our Central Technology - Systems Architecture group as Staff/Principal Software Engineer for graphics and vision compute. If you have interest in working with a highly innovative and diverse team, developing software prototypes of groundbreaking AI camera, vision and graphics experiences, as well as exploring modern software frameworks for these workloads, the role may be just for you! The Role You will be part of the multidisciplinary Applied Computer Vision and Imaging team investigating real life computational photography, imaging and graphics use cases and workloads, and mapping them onto Arm-based mobile SoC architectures.
Software Engineer;High Billinge, CW6;£50k - 70k per year;Luton Bennett;Tarporley – Hybrid Work Options Available £50,000 to £70,000 DOE + Benefits 40 Hours per Week (Flexitime Offered) This is a fantastic opportunity for a software engineer to join a company where they will play a pivotal role in developing and creating new software for products used on a worldwide scale. To apply for this role you will have experience working with C#, .net and Unity 3D. You will hold similar experience in a full stack development role, working with multiple languages but can come from ANY industry background as initial training will be supported. Whilst the company are recognised internationally, you will be joining a small team and will be the primary engineer developing their software. You will use C#, .net and Unity 3D to both develop the company’s existing software but the role also offers the opportunity to develop new programmes from scratch.
Software Engineer - .net;M5, Salford, M5 3LZ;Competitive Salary + Benefits;CGI;Job Description Position Description If you are an enthusiastic self-starter who is quick to learn, takes ownership of API's and can help us enhance our centre of excellence then this an excellent opportunity to develop new skills and be on the leading edge of integration technologies with us as a Software Engineer - .net API. From cutting-edge commercial projects to public service transformation, our work has a wide reach, helping make the everyday easier, for everyone. When you start your CGI story, not only will you be improving people's lives, you can be sure we'll do the same for you. Alongside a competitive salary, we offer you access to our share scheme (3% + 3% matching) making you a member not just an employee. You also have the option to benefit from private medical and dental insurance, flexible retirement options and a cycle to work scheme.
Software Engineer - Java;M5, Salford, M5 3LZ;Competitive Salary + Benefits;CGI;Job Description Position Description If your programming skills are matched by an enthusiasm for problem-solving, and your communication skills are as creative as your coding, there's a digital revolution underway in the UK that could use your help. CGI are looking to hire a number of Java software engineers to work on a variety of our projects. You could help to build out the platform for a bank's core systems, create a hyper-scaled environment to develop bespoke IP for the MOD or simply help ensure high availability of critical systems for systems within Central Government. Whatever you end up working on it will likely be in a fast-paced, agile environment. From public service transformation to cutting-edge commercial projects, our work has a wide reach, helping make the everyday easier, for everyone.
Software Engineer - Java;M5, Salford, M5 3LZ;Competitive Salary + Benefits;CGI;Job Description Position Description Our Tribe is gathering. Join our Agile team and transform businesses and the lives of UK citizens. As an experienced Java Software Engineer, you can join a high-profile initiative within CGI - being part of a key group using Agile, DevOps and Lean practices to help clients realise their digital transformation ambitions. Across the Commercial and Government sectors, CGI is supporting and leading this transformation. As part of our Agile Digital Services team, you will help empower clients to increase business agility and deliver greater value, early and incrementally. CGI was voted 'Best Workplace' by Great Place To Work in 2021, and offers a competitive salary, excellent pension, private healthcare, plus a share scheme (3% + 3% matching) which makes you a member, not just an employee.
Software Engineer - Typescript / AWS;M1, Manchester;Up to £65k;Adria Solutions;Software Engineer Manchester/Hybrid Working Up to £65k On behalf of our market-leading client based in Manchester City Centre, we are recruiting for several experienced Software Engineers. * Designing, building, and owning scalable services and excellent user experiences * Flag-bearer, driving best practices within the development team and acrossthe delivery cycle, ensuring quality is upheld * Mentoring and upskilling other developers, in terms of code quality, designprinciples and technology, by way of code reviews, brown-bag sessions anddemos * Work closely with the product team to understand the backlog and plan prints that consistently deliver incremental value * Keeping up-to-date with the latest cybersecurity threats and ensuring that oursystems and applications are performant, safe and secure
Software Developer;OL1, Oldham;Up to £50,000 per annum;Pardoe Wray;The role can be hybrid with 2 days per week in eitherBromsgrove or Oldham. As a Software Developer, you are a core member of the development team building enterprise-quality software supporting local, national and international customers across a range of solutions. * High growth SaaS business * Exciting greenfield projects * Migrating current products to the cloud * Lots of opportunity to progress * Training and development We are looking for Software Developerswith experience of the following tech stack (you don't have to be an expert in everything) * Object-Oriented Development * SOLID principles * C# / .NET Framework * ASP.NET (Web API) * APIs / REST / JSON * Designing and building APIs with OpenAPI (Swagger) * MS SQL Server * T-SQL and relational data modelling
Software Engineer - C#;M5, Salford, M5 3LZ;Competitive Salary + Benefits;CGI;Job Description Position Description If you're looking for a challenge that stretches your talents and you want to make a real difference in people's lives, come and help us support the digital transformation of the UK. You'll work with high profile public and commercial clients, delivering improvements to complex systems that make the everyday simpler. You could help to build out the platform for a bank's core systems, create a hyper-scaled environment to develop bespoke IP for the MOD or simply help ensure high availability of critical systems for systems within Central Government. Whatever you end up working on it will likely be in a fast-paced, agile environment. At CGI you'll be a member not an employee and you'll find a friendly, collaborative environment where your ambition is rewarded. Curious? Your future duties and responsibilities
Software Engineer - PHP / Vue / React;Moorside, M27;£35000 - £55000 per annum;Chroma Recruitment Ltd;Software Engineer PHP / Laravel / React / Vue Chroma are currently recruiting for a Software Engineer to join a FinTech business based in Manchester. The team works remote and comes into the office once a week for a collaboration day. The company itself is a UK leader in Car Finance and works as a lender, not a broker. You will be joining a team of 5 developers and play a key part in the design and architecture of their new platform. In this role you will be getting involved in Greenfield projects using Laravel and Lumen and have the chance to learn Vue & React on the job. You will work closely with stakeholders in the business to get a real understanding of what the customers want and help promote and champion best practices such as TDD, BDD, CI/CD etc. * PHP * MVC frameworks (Laravel, Lumen, Zend, Slim, Symfony etc) * JavaScript framework (Vue, React, Angular)
PLC Software Engineer;Ending, OL12;From £44,000 to £48,000 per annum + uplift for site work;Samuel Frank Associates;+++Headlines Well established, stable team. Switched on, personable Team Manager to work with, full order book+++ Samuel Frank is recruiting for an experienced PLC Software Engineer to join a very well established, Greater Manchester based, specialist engineering business. The successful PLC Software Engineer will ideally have experience with either/both Mitsubishi or Allen Bradley / Rockwell PLCs. Key aspects of the PLC Software Engineer role include; * Software design & development for control systems including PLCs, field devices, HMIs etc. * Have the ability to program from scratch on either Mitsubishi and/or Allen Bradley / Rockwell PLCs * Writing of control specification documents, FDS documents, FAT documents, operator manuals etc. * Specifying controls hardware requirements PLCs, remote I/O, fieldbus/hardware communications, HMIs etc.
Software Engineer - Hybrid Working;M3, Salford;Unspecified;Raytheon;Are you a Software Engineer looking to work on projects that impact the real world not just a company bank balance? Do you want to work on some of the most challenging issues of the 21st Century? If so a career with Raytheon may be what you are looking for! Our Software Engineers work on a broad range of projects, from web development through to massive enterprise level systems all with the end goal of helping protect the UK from Cyber-attack. Working as part of small Agile teams we use a variety of technologies to accomplish our goals, aiming to always pick the best tool for the job. -A range of coding languages; TypeScript / JavaScript, Java, Python and some C# -Numerous Frameworks/ Libraries; Node, React, Spring & .Net -CI / CD tools; Jenkins, Circle CI, Docker (for containerisation), Kubernetes (for orchestration of these containers)
Software Engineer;UK;Competitive;CGI;Category: Software Development/ Engineering Main location: United Kingdom, UK Wide - Various, UK Wide Position ID: J0722-1435 Employment Type: Full Time Our Software Engineering teams are bursting with talent, and are trusted to help deliver transformative digital work for high profile private and public sector clients. From cutting-edge projects to essential infrastructure, our work has a wide reach. When you start your CGI story, not only will you be improving peoples lives, you can be sure well do the same for you. CGI was voted Best Workplace' by Great Place To WorkTM in 2021, and offer a competitive salary, excellent pension, private healthcare, plus a share scheme (3% + 3% matching) which makes you a member not just an employee. All applicants must hold or be prepared to undergo National Security Vetting (NSV) Security Check (SC) level.
C++ and Java Software Engineer;Manchester, Greater Manchester;£500 - £800 per day + Negotiable, Inside IR35;JAM Recruitment Ltd;Do you want to work at the forefront of Technology and Software? Are you interested in working in the Defence sector? If so, the following roles may be right for you… * C++ Engineer with experience in Object Oriented Development and Real time operating systems, 6 months contract, up to £68/hour depending on experience, inside IR35, mostly work from home * C++ and Java Engineer, 6 months contract, up to £615/day depending on experience, inside IR36, 4 to 5 days on site in Gloucester * Senior C++ and Java Engineer, 6 months contract, up to £790/day depending on experience, inside IR35, 4 to 5 days on site in Gloucester * C++ and Java Engineer with experience in Modern libraries and scripting languages, Perm, salary of £36,900 to £52,300 plus bonus, 4 to 5 days onsite in Manchester * Senior C++ and Java Engineer with experience in Modern libraries and scripting languages
C++ Software Engineer;Hebden Bridge, West Yorkshire;£35000 - £50000 per annum;Langham Recruitment;An industry-leading audio engineering company is looking to grow its embedded software development team by bringing in a skilled and enthusiastic C++ Engineer. The company is one of the most relied-upon supplier of audio equipment whose work has supported huge events/networks globally including The Olympics, Wimbledon, ESPN, BBC, and even holding its own 5G music festival in 2021! Youll have a great opportunity to join a fast-growing company and help develop software for professional audio products and big-name clients, youll be a part of the full development lifecycle from design specification through to delivery and maintenance. * Working within cross-functional teams to create and deliver specifications for existing and new software products. * Development planning alongside the team to ensure tasks and progress will be delivered on-time.
Embedded Software Engineer (C++);WA1, Warrington;£30000 - £45000 per annum, Benefits Flexible Working, Pension & Health;Chroma Recruitment Ltd;This is a very exciting opportunity to join a company that has been consistently expanding over the last few years, and they havent finished yet. This business is on the hunt for a new Embedded Software Engineer for their R&D department working on cutting edge technology used across multiple industries. This role of Embedded Software Engineer will report to the Software Team Leader, working with and learning from him to develop the latest products. The R&D team consists of electronics, mechanical and software engineers so youll be working collaboratively too. As an Embedded Software Engineer, youll be designing, programming, and testing code used across all their product ranges. As a high precision company, youll be required to ensure all software is produced to a high standard complying with the relevant quality standards. * Embedded C/C++ programming (C++ preferred)
Lead Software Developer;M50, Salford;£55000 - £65000 per annum;IN4 Talent;Our client is a dynamic collective of designers, technologists, media experts, producers & engineers. Using the creativity of a design studio, and the innovation of a tech lab, their vision is to create a one-stop shop for extraordinary guest-centric, 360 attraction experiences working through .Net, .Net Core and C#. As a Lead Software Developer you will help create a wide array of projects crossing multiple technologies including .Net, .Net Core, C#, Unity. Working closely with company founders and senior leadership team to ideate and discover innovative technical solutions as well as coordinating with Project Managers, Architects, Artists, Engineers DevOps, and other tech teams. Taking on responsibilities and ownership of the deliverables E2E, up-time, architecture & scale Managing the entire production life-cycle of your domain
Applications Engineer;Burnley, Lancashire;Up to £45000.00 per annum;Morgan Ryder Associates Limited;Salary£45k Hybrid Working 2 days in the office- candidate must live within the North West of England This is an exciting opportunity for mechanically biased applications Engineer to come and join a forward-thinking renowned organisation. Long established this PROFITABLE company manufacturers technically advanced products which are supplied into a wide range of industry sectors including food manufacturing, chemical, automotive, aerospace and petrochemical * Providing technical applications assistance to field sales and product managers * Works closely with the Sales Teams and joins in customer visits to talk through the technical features and benefits
Senior Software Engineer;Manchester, Greater Manchester;Up to £65000 per annum;Searchability (UK) Ltd;* Based in Manchester - Remote options available * Salary up to £65,000 excellent benefits package * Java, Python, TypeScript, JavaScript, AWS, Azure, Spring Boot, React, Angular, Kubernetes We collaborate the best talent, the latest technology and data to help transform businesses all across the world. We are now one of the market leading marketing and IT solution organisations for private and public sector work. Without our clients, we understand that we have no business, which is why we prioritise taking time to really understand their wants and needs, and we also advise them when necessary of different approaches which could be more cost effective and successful. On top of our appreciation for our clients we also realise that our employees are the driving force behind our success, so we make sure we reward individual wins and team commitment.
Senior Full Stack Software Engineer;Manchester, Greater Manchester;Up to £65000 per annum;Searchability (UK) Ltd;* C# Developer * Based in Manchester - Remote options available * Salary up to £65,000 excellent benefits package * .Net, C#, .NetCore, Angular, JavaScript, jQuery, HTML, CSS We collaborate the best talent, the latest technology and data to help transform businesses all across the world. We are noe one of the market leading marketing and IT solution organisations for private and public sector work. Without our clients, we understand that we have no business, which is why we prioritise taking time to really understand their wants and needs, and we also advise them when necessary of different approaches which could be more cost effective and successful. On top of our appreciation for our clients we also realise that our employees are the driving force behind our success, so we make sure we reward individual wins and team commitment. WHAT YOU WILL BE DOING…
SENIOR JAVA SOFTWARE ENGINEER;Manchester, Greater Manchester;£55000 - £70000 per annum;Searchability (UK) Ltd;SENIOR SOFTWARE ENGINEER - Java / Spring / SQL Server / Jenkins / TDD * Seeking a talented Senior Java Software Engineer * Java, Spring, SQL Server, Jenkins, TDD * Salary up to £70,000 + benefits * Excellent progression potential Alternatively, you can email me at We are operating at the forefront of innovation, utilising cutting edge technology. We're proud to promote a dynamic working environment where employees are encouraged to grow and develop professional, whilst having fun. We're operating globally and are well established in our field. As a Java Software Engineer within our team, you will become a critical part of creating innovative software, solving complex problems and working collaboratively with other members of the organisation. You'll get the opportunity to upskill, to contribute and to push your abilities to the next level.
Software Engineer;Manchester, Greater Manchester;Competitive;ARM;We are looking for a hardworking software engineer with proven understanding of modern C++, to join our profiling tools team. These profiling tools, including Arm's Streamline profiler, touch all layers of the software stack, collecting performance data from across a target system and providing our users with rich data visualizations in the host tool. The role involves cooperating with highly motivated engineers from different backgrounds, and customers throughout the world, to design, and develop the next generation of Arm's performance analysis tools for Arm CPUs and Mali GPUs. Engineers on the team develop new features, maintain existing ones, and support the engineering infrastructure for build, test, and continuous integration.
Software Developer;PR7, Chorley;Competitive salary and excellent benefits;Erin Associates;Developer ASP.Net, C#, MVC, TDD, Agile, Scrum, SQL Server This advanced development team are looking to add a .Net Developer to their software delivery team. You will be joining a team of software developers working on their current product suite within an Agile/Scrum environment. They offer a clearly defined career path with an excellent benefits package. Ideally you will have a Computer related degree and will have a demonstrable commercial experience of C# Development, working on the full development lifecycle in all aspects of development, from initial concept right through to delivery. The .Net developer (C# & ASP.Net) will be working within an Agile team. * C#, .Net * SQL Server * ASP.Net * AJAX, JavaScript, CSS, XSLT * The ability to work within established coding standards
Junior Software Engineer;BD4, Bradford;£24,000 per annum;TSI Corporate Services Limited;Job description We are looking for smart, ambitious and inquisitive people to join the Software Institute's Junior Workday, Oracle or RPA Engineer training programme to start on 5th September2022. Upon joining you will participate in ourremote, fast-track and paid up to 12 week training programmeYou will learn the core foundational consultant skills to building up a repertoire of key skills needed to design and create Databases in MySQL as well as applications within Python. You will move onto learning the fundamentals of software testing. Finally, the training will focus on upskilling you in Workday, Oracle or RPA During the training period, based on your technical aptitude and skillset, we will determine whether you go down the RPA, Workday or Oracle route.
Software Developer;Manchester, Greater Manchester;£40000.00 - £60000.00 per annum + Holiday + Pension + Progression;Rise Technical Recruitment Limited;Remote - Rare travel to Lancashire £40,000 - £60,000 (DOE) + Autonomy + Flexibility + Hybrid Great opportunity for a Full Stack Developer to join a rapidly growing company who will offer you a great progression route in a supportive culture that will heavily benefit your career. The company are a group of consultants who work in the Energy, Engineering and IT Sector. Due to growth they are now looking for a couple of full stack developers to join their company. In this role you will be responsible for developing their process and optimisation software. The role will require you to travel to their Lancashire office when necessary so you must be based in the North of England. You will be required to have good knowledge and experience with C#.Net, JavaScript and development of web apps. Any experience with SQL Server would be beneficial but not essential.
Lead Embedded Software Engineers;Manchester, Greater Manchester;Up to £80,000 per annum;Microtech Global Ltd;We are working with one of the biggest brands in Embedded Software development who are looking to grow their team in Manchester! Experience and design and development of Embedded application using C, C++. Experience in Java. Knowledge of OS (RTOS, Linux Platform), Scheduler, SW Architecture. Proficiency with Embedded Linux(Redhat) Mandatory Firmware skills: Middleware, HSW -Firmware- Device Drivers Microcontrollers, Linux Driver Development. Good to have scripting skills - Python/BASH Script. Experience in Requirement Management tool DOORS. Experience of container deployment through technologies such as Docker, Podman and/or Kubernetes. Experience of DevOps and Agile methodologies. Working knowledge of configuration management using Git, Jenkins and Jira. Experience of IaaC technologies, preferably Ansible roles/playbooks.
Embedded Software Engineer;Manchester, Greater Manchester;Up to £80,000 per annum;Microtech Global Ltd;We are working with one of the biggest brands in Embedded Software who are looking to grow their team in Manchester! They are looking for experienced engineers with; Experience and design and development of Embedded application using C, C++. Experience in Java. Knowledge of OS (RTOS, Linux Platform), Scheduler, SW Architecture. Proficiency with Embedded Linux(Redhat) Mandatory Firmware skills: Middleware, HSW -Firmware- Device Drivers Microcontrollers, Linux Driver Development. Good to have scripting skills - Python/BASH Script. Experience in Requirement Management tool DOORS. Experience of container deployment through technologies such as Docker, Podman and/or Kubernetes. Experience of DevOps and Agile methodologies. Working knowledge of configuration management using Git, Jenkins and Jira. Experience of IaaC technologies, preferably Ansible roles/playbooks.
Principal Software Engineer, £80k + 15% bonus;Manchester, Greater Manchester;£70k - 80k per year + 15% bonus;ECOM Manchester;This is a truly unique opportunity to join a data company in Manchester that provides open-source intelligence to organisations and enables them to make mission critical decisions. You’d join a brand-new multidisciplinary product team as one of the very first hires and would be given the opportunity to help shape and improve their future technology in an environment which will encompass machine learning, artificial intelligence and the latest cloud tech. As a Principal Software Engineer, you’d be lead a single squad from a purely technical point of view (no line management) and would be responsible for championing best practice like TDD and pair programming. Tech * .NET Core APIs * Serverless event-driven AWS microservices * Docker for containers * Terraform for IaC * NoSQL and graph technologies
